"","epoch2"
"1","Hspd1"
"2","Dbi"
"3","Prdx6"
"4","Hnrnpu"
"5","Enah"
"6","Terf1"
"7","Dst"
"8","Zdbf2"
"9","Igfbp2"
"10","Ptma"
"11","Tagln2"
"12","Pycr2"
"13","Abracl"
"14","Rps12"
"15","Marcks"
"16","H2afy2"
"17","Tet1"
"18","Cdk1"
"19","Pfkl"
"20","Agpat3"
"21","Ckap4"
"22","Akap12"
"23","Cited2"
"24","Sgk1"
"25","Cd24a"
"26","Ppa1"
"27","Chchd10"
"28","Cstb"
"29","Bsg"
"30","Cnn2"
"31","Gpx4"
"32","Aes"
"33","Csrp2"
"34","Npm1"
"35","Ccng1"
"36","Pttg1"
"37","Atox1"
"38","Cenpv"
"39","Eif5a"
"40","Pfn1"
"41","Epop"
"42","Top2a"
"43","Limd2"
"44","Jpt1"
"45","Galk1"
"46","Tk1"
"47","Upp1"
"48","Aurkb"
"49","Gabarap"
"50","Rab34"
"51","Lhx1os"
"52","Slc9a3r1"
"53","Birc5"
"54","Mycn"
"55","Sox11"
"56","Cfl2"
"57","Zfp36l1"
"58","Npc2"
"59","Hsp90aa1"
"60","Ckb"
"61","Rrm2"
"62","Klhdc2"
"63","Tmx1"
"64","Calm1"
"65","Crip2"
"66","Sox4"
"67","Serpinb6a"
"68","Tubb2b"
"69","H2afy"
"70","Hmgcr"
"71","Ccnb1"
"72","Cks2"
"73","Emb"
"74","Psme2"
"75","Tdh"
"76","Cdca2"
"77","Spry2"
"78","Tsc22d1"
"79","Basp1"
"80","Eef1d"
"81","Csnk1e"
"82","Phf5a"
"83","Pmm1"
"84","Tuba1b"
"85","Racgap1"
"86","Myo10"
"87","Laptm4b"
"88","Ly6e"
"89","Tspo"
"90","Tuba1c"
"91","Ranbp1"
"92","Etv5"
"93","Fam162a"
"94","Hspbap1"
"95","Dppa4"
"96","Dppa2"
"97","Morc1"
"98","Ttc3"
"99","Ezr"
"100","Qk"
"101","Acat2"
"102","Tubb5"
"103","Plin3"
"104","Tgif1"
"105","Srsf7"
"106","Hcfc1r1"
"107","Srsf3"
"108","Platr17"
"109","Clic1"
"110","Ddah2"
"111","Ddx39b"
"112","Dhx16"
"113","Gm42418"
"114","Epcam"
"115","Msh6"
"116","Egr1"
"117","Cxxc5"
"118","Tubb6"
"119","Cyb5a"
"120","Malat1"
"121","Rtn3"
"122","Gng3"
"123","Incenp"
"124","Psat1"
"125","Gldc"
"126","Pdlim1"
"127","Avpi1"
"128","Npm3"
"129","Klf9"
"130","Scd2"
"131","Ina"
"132","Rbms1"
"133","Mdk"
"134","Rcn1"
"135","Sall4"
"136","Aurka"
"137","Vim"
"138","Commd3"
"139","Hspa5"
"140","Rif1"
"141","Hat1"
"142","Hnrnpa3"
"143","Nusap1"
"144","Dut"
"145","Eid1"
"146","Tpx2"
"147","Top1"
"148","Gnas"
"149","Tpd52"
"150","Ccna2"
"151","Fdps"
"152","Cks1b"
"153","Lmo4"
"154","Stmn2"
"155","Fabp5"
"156","Car2"
"157","Sox2"
"158","Jade1"
"159","Smc4"
"160","S100a10"
"161","Psrc1"
"162","Gclm"
"163","Cenpe"
"164","Pnrc1"
"165","Cdca8"
"166","Zfp979"
"167","Chd7"
"168","Rragd"
"169","L1td1"
"170","Ssbp3"
"171","Txndc12"
"172","Clspn"
"173","Sfpq"
"174","Marcksl1"
"175","Rsrp1"
"176","Tcea3"
"177","Rcc2"
"178","Zfp990"
"179","Zfp985"
"180","Cyp51"
"181","Dbf4"
"182","Mfsd10"
"183","G3bp2"
"184","Hnrnpdl"
"185","Dynll1"
"186","Aldh2"
"187","Pdgfa"
"188","Actb"
"189","Hmgb1"
"190","Cenpa"
"191","Lyar"
"192","Uchl1"
"193","Spp1"
"194","Hspb1"
"195","Asns"
"196","Mkrn1"
"197","Igf2bp3"
"198","Skap2"
"199","Tmsb10"
"200","Mthfd2"
"201","H1fx"
"202","Phc1"
"203","Gdf3"
"204","Slc2a3"
"205","Tpi1"
"206","Ptms"
"207","Gapdh"
"208","Cd9"
"209","Ybx3"
"210","Ldhb"
"211","Mest"
"212","2810474O19Rik"
"213","Peg3"
"214","Spint2"
"215","Ccne1"
"216","Snrpn"
"217","Idh2"
"218","Iqgap1"
"219","Arl6ip1"
"220","Aldoa"
"221","Oat"
"222","Ifitm3"
"223","Ccnd1"
"224","Zfp428"
"225","Tead2"
"226","Bcat2"
"227","Ldha"
"228","Prc1"
"229","Ucp2"
"230","Rbmxl2"
"231","Mettl9"
"232","Plk1"
"233","Ypel3"
"234","Bub3"
"235","Utf1"
"236","Cd81"
"237","Zfp42"
"238","Ier2"
"239","Calr"
"240","Psmb10"
"241","Fgfr1"
"242","Isyna1"
"243","Jund"
"244","Tpm4"
"245","Klf2"
"246","Prdx2"
"247","Mt1"
"248","Anln"
"249","Pafah1b2"
"250","Tpm1"
"251","Dppa5a"
"252","Tdgf1"
"253","Higd1a"
"254","Hspa8"
"255","H2afx"
"256","Rcn2"
"257","Pkm"
"258","Pclaf"
"259","Gsta4"
"260","Twf2"
"261","Pcbp4"
"262","mt-Nd1"
"263","mt-Nd2"
"264","mt-Co1"
"265","mt-Nd4"
"266","Eras"
"267","Gpc3"
"268","Maged1"
"269","Slc7a3"
"270","Bex2"
"271","Tceal8"
"272","Tmsb4x"
"273","Slc25a5"
"274","Hmgb3"
"275","Nsdhl"
"276","Dkc1"
"277","Tceal9"
"278","Trap1a"
"279","Alg13"
"280","Sox17"
"281","Klf7"
"282","Tmem37"
"283","Mixl1"
"284","Inpp4a"
"285","Pard3b"
"286","Tfcp2l1"
"287","En1"
"288","Nuak2"
"289","Gpa33"
"290","Samd5"
"291","Unc5b"
"292","Nxph4"
"293","Dnmt3l"
"294","Gadd45b"
"295","Ddit3"
"296","Ndufa4l2"
"297","Wnt3a"
"298","Hs3st3b1"
"299","Chd3"
"300","Cd68"
"301","Alox15"
"302","Gdpd1"
"303","Jup"
"304","Stat5b"
"305","Socs3"
"306","Gfpt2"
"307","Aldoc"
"308","Tex14"
"309","Samd14"
"310","Wnt3"
"311","Slc16a3"
"312","Gm46332"
"313","Rhob"
"314","Id2"
"315","Egln3"
"316","Dhrs7"
"317","Vrtn"
"318","Fos"
"319","Ppp4r4"
"320","Serpinb6c"
"321","Irx1"
"322","Fst"
"323","Foxq1"
"324","Dsp"
"325","Lncenc1"
"326","Otx2"
"327","Fgf17"
"328","Zic5"
"329","Nefl"
"330","Stc1"
"331","Enox1"
"332","Zic2"
"333","Ncald"
"334","Ndrg1"
"335","A4galt"
"336","Plxnb2"
"337","Adcy6"
"338","Itga5"
"339","Myc"
"340","Pim3"
"341","P3h2"
"342","Gap43"
"343","2310043M15Rik"
"344","Hes1"
"345","Gbe1"
"346","Jam2"
"347","Il10rb"
"348","H2-K1"
"349","H2-M5"
"350","Mymx"
"351","Efna5"
"352","T"
"353","Myo1f"
"354","H2-Ab1"
"355","Lbh"
"356","Slc39a6"
"357","Dpysl3"
"358","Spink1"
"359","Asxl3"
"360","Pdgfrb"
"361","Fbxo15"
"362","Myof"
"363","Rbp4"
"364","Fgf8"
"365","Ablim1"
"366","Syt7"
"367","Vldlr"
"368","Mxi1"
"369","Gata3"
"370","Grin1"
"371","Dpp7"
"372","Tfpi"
"373","Ckap2l"
"374","Pmepa1"
"375","Stmn3"
"376","Fam107b"
"377","Syt13"
"378","Cdc25b"
"379","Id1"
"380","1700003F12Rik"
"381","Myl9"
"382","Nnat"
"383","Mgarp"
"384","Pfn2"
"385","Mab21l2"
"386","Crabp2"
"387","Sprr2a3"
"388","Rhoc"
"389","Cxxc4"
"390","Manba"
"391","Shb"
"392","Ptprd"
"393","Klhl9"
"394","Gjb3"
"395","Gjb5"
"396","Grrp1"
"397","Cda"
"398","Nbl1"
"399","Draxin"
"400","Espn"
"401","Zfp618"
"402","Nfia"
"403","Foxd3"
"404","Mycl"
"405","Fndc5"
"406","Laptm5"
"407","Camk2n1"
"408","Crot"
"409","Msx1"
"410","Hopx"
"411","Pcolce"
"412","Adap1"
"413","Sema3a"
"414","Kmt2e"
"415","Dpysl5"
"416","Fgf5"
"417","Fzd10"
"418","Epha1"
"419","Vamp8"
"420","Anxa4"
"421","Adamts9"
"422","Plxnd1"
"423","Sox5"
"424","Prss1"
"425","Evx1"
"426","Gng12"
"427","AU018091"
"428","Cdc42ep5"
"429","Ltbp4"
"430","Dbx1"
"431","Prss23"
"432","Folr1"
"433","Scube2"
"434","Sox6"
"435","Bnip3"
"436","Meis3"
"437","Dact3"
"438","Cadm4"
"439","Tgfb1"
"440","Mylpf"
"441","Fgf15"
"442","Tnks"
"443","Triml1"
"444","Cpe"
"445","Lzts1"
"446","Irx3"
"447","Col4a2"
"448","Defa30"
"449","Irx5"
"450","Mt2"
"451","Rgl3"
"452","Ntm"
"453","Ubash3b"
"454","Neo1"
"455","Ets1"
"456","Eomes"
"457","Apln"
"458","Tsc22d3"
"459","Amot"
"460","Dgkk"
"461","Zcchc12"
"462","Rnf128"
"463","Gpm6b"
